,commenter_id,commenter_name,comment_text,comment_time
0,100026226853818,Lê Phương Anh,Kien Pham Thuỳ Trang,2023-11-28 23:42:00
1,100004081241345,Bin Nguyễn,ác =))),2023-11-28 23:14:00
2,100047325651298,Nguyễn Kim Hoàng Anh,Trần Lương nhỏ này gọi con cà ty🥸,2023-11-28 23:01:00
3,100044112216057,Trần Lương,Nguyễn Kim Hoàng Anh con cà ty có pàu,2023-11-28 23:32:00
4,100013708272492,Lương Quốc Bảo,Mai N. Hà con thanh long ruột đỏ 🥰,2023-11-28 23:00:00
5,100008353950008,Anh Nguyễn,Linh Lục buồn 😔,2023-11-28 23:56:00
6,100004732815107,Mai Hoàng Lê,Na Yu,2023-11-28 23:24:00
7,100076520714060,Na Yu,Mai Hoàng Lê là seo,2023-11-28 23:39:00
8,100004732815107,Mai Hoàng Lê,Na Yu hong bít trend mì thanh long hẻ,2023-11-28 23:40:00
9,100076520714060,Na Yu,Mai Hoàng Lê bít mà ko bitd cái này,2023-11-28 23:41:00
10,100005284680090,Đỗ Nguyễn Nguyệt Anh,Huỳnh Lâm Huy ác 💀,2023-11-28 23:00:00
11,100015326628632,Trần Thúy Ngân,Thùy Trang Trần 🥰🥰,2023-11-28 23:00:00
12,100063358236426,Duong Minh Tan,em hả Khang Lê,2023-11-28 23:00:00
13,100039983102300,Linh Lê,Hồng Hạnh Nguyễn 🐛`,2023-11-28 23:32:00
14,100009594216672,Nam Phuong,Lê Diễm Quỳnh 😭 sao mì thanh long lại có con bò,2023-11-28 23:00:00
15,100023046043528,Lê Diễm Quỳnh,Nam Phuong ê tưởng con rồng?,2023-11-28 23:04:00
16,100006276435548,Vee Peach,Hai Hoang Dang Minh=))))))))))))))\n)))))))))),2023-11-28 23:00:00
17,100005980350487,Ngân Anh,Hải Hải =)))i,2023-11-28 23:47:00
18,100056940431614,Khanh Minh,Phuong Nhi,2023-11-28 23:00:00
19,100005447653480,Ngoc Diep,Nguyễn Duy,2023-11-28 23:01:00
20,100033542505623,Nguyen Phuong Nhi,Nguyễn Duy,2023-11-28 23:00:00
21,100044154259859,Hoàng Bích Tâm,Nguyễn Thị Thảo,2023-11-28 23:04:00
22,100007633068154,Oanh Trần,Nguyễn An Na =))),2023-11-28 23:04:00
23,100003052777429,Nguyễn An Na,Oanh Trần ai biểu xấu chi hehe,2023-11-28 23:11:00
24,100066434350260,Insight mất lòng,“Instagram đáng sợ quá” 🥹,2023-11-28 22:00:00
25,100087259933817,BeaBag - 4BagStyle,Túi này sang fb em bài đầu ạ 💕,2023-11-28 23:03:00
26,100084628331716,Nguyen Huong Giang,Anh sự thật thì luôn luôn đơn giản nhưng mà people make it complicated =)))),2023-11-28 23:04:00
27,100070204867651,Buôn dưa lê,Insight mất lòng douma liều 🤡,2023-11-28 23:12:00
28,100008431350654,Chou Tran,Thuy Anh =))) sợ chưa đừng dùng nữa,2023-11-28 23:13:00
29,100016538504948,Minh Thị Nguyệt Mạc,"Phuong Minh Minh thật mang ảnh ngta ra đăng bài xong kêu phong long, viết còn trích dẫn trong ngoặc kép, admin nết gì dơ dáy :))",2023-11-28 23:19:00
30,100021901066497,Gia Thảo,Trần Kim Ngân Phan My Linh,2023-11-28 23:22:00
31,100006207521455,Hạnh Trang Hoàng,Insight mất lòng Mai Linh,2023-11-28 23:22:00
32,100043998683961,Dương Bạch,Huyền Thanh ê câu này quen quen :>,2023-11-28 23:24:00
33,100025730558481,Yen Nhi,Minh Khoa Nguyen áccc,2023-11-28 23:24:00
34,100059452297278,Minh Khoa Nguyen,Yen Nhi keep this not arising :>,2023-11-28 23:25:00
35,100093635230019,Minnie Ng,Insight mất lòng =)))))),2023-11-28 23:26:00
36,100017681719355,Việt Chương,Insight mất lòng nể,2023-11-28 23:29:00
37,100001919865630,Trần Quỳnh Trang,Đặng Thu Hà =)))))))),2023-11-28 23:30:00
38,100008529243571,Vy Thao Nguyen,Quỳnh Annh liều mạng =))),2023-11-28 23:30:00
39,100070184692559,Thuy Tien,Insight mất lòng cẩn thận nha má :)),2023-11-28 23:41:00
40,100011986182006,Minh Quế,Insight mất lòng Lê Dung ad gan dữ,2023-11-28 23:42:00
41,100080617185383,Tell The Truth,Phuong Minh Minh s không nghĩ ý nó là anh V đăng Instagram phong long mà có nhà nào đó tự ướm vào mình 👀,2023-11-28 23:57:00
42,100090741515031,Ngoc My Y Tran,Insight mất lòng rất mất dạy.,2023-11-28 23:57:00
43,100092532422781,Rose Su,Insight mất lòng yên ổn quá chịu không nổi hay gì á,2023-11-28 23:58:00
44,100004298524837,Quỳnh Trần,Cát Dung thg ad lìu :))),2023-11-29 00:00:00
45,100066434350260,Insight mất lòng,Fact: 100% story phong long đều ko hề phong long =))),2023-11-28 22:00:00
46,100071499092552,Tăng Tương Tác MXH,Tăng Tương Tác MXH,2023-11-28 23:00:00
47,100013370645168,Khánh Vân Đặng,Huỳnh Gia Hân,2023-11-28 23:00:00
48,100011684384342,Huỳnh Gia Hân,Khánh Vân Đặng nhãm dui dẻ z hoi,2023-11-28 23:00:00
49,100080089305622,Sơn Hải,"Insight mất lòng ai, ai hỏi mà bộ trưởng trả lời",2023-11-28 23:00:00
50,100092629819491,Nguyễn Nam Phương,Ngoc Bich Nguyen,2023-11-28 23:00:00
51,100087259933817,BeaBag - 4BagStyle,Túi này sang fb em bài thứ 3 ạ 💕,2023-11-28 23:03:00
52,100054394056129,Thu Hải,:)) nét nhỉ,2023-11-28 23:00:00
53,100014029366093,Bùi Châu,Phong long có chủ đích cả :)))))))),2023-11-28 23:00:00
54,100018843638332,Võ Thị Phương Uyên,=))),2023-11-28 23:00:00
55,100025042530453,Ngọc Huyềnn,😉,2023-11-28 23:51:00
56,100071759106783,Ng Huyenn,=)))),2023-11-28 23:00:00
57,100037216836854,Hữu Phước,=))),2023-11-28 23:00:00
58,100075156848785,Nguyễn Thái Diễm Quỳnh,=))))))))))),2023-11-28 22:00:00
59,100028041812704,Luu Khanh Lam,=))))))))))))))))\nkinh Hoàng Oanh,2023-11-28 23:00:00
60,100023610643131,Đào Minh Anh,=)))),2023-11-28 22:00:00
61,100004143194442,Ngọc Ánh,Minh Hoà,2023-11-28 23:00:00
62,100003923670663,Minh Phương,Trần Mai Trang =))),2023-11-28 23:00:00
63,100046574655948,My Trann,=))) haha,2023-11-28 23:00:00
64,100010997054868,Luân Kim Huế,Duong T Ninh Hoàng Minh Tú PhỨc ác vlin =)))),2023-11-28 22:00:00
65,100062229497975,Giang Quynh,😉,2023-11-28 23:00:00
66,100001747581591,Anh Nguyen,Kiet Nguyen,2023-11-28 23:00:00
67,100013642998998,Hoàng Thị Thủy Tiên,Thiên Vy :))),2023-11-28 23:00:00
68,100039582919299,Trần Thảo Vy,:)))))))))),2023-11-28 22:00:00
69,100027502927695,Bảo Châu,Bich Ngoc,2023-11-28 22:00:00
70,100021633720532,Quang Khoi,Phương Nhung,2023-11-28 22:00:00
71,100040280806285,Ngoc Anh,Lê Thị Mai Thảo,2023-11-28 22:00:00
72,100014232943983,Đình Thy,Bùi Song Tuyết Nhi,2023-11-28 23:00:00
73,100011189357011,Trần Lê Văn Hiếu,Hương Nhi 🐧,2023-11-28 22:00:00
74,100002926300295,Thao Phuong,Liu,2023-11-28 23:00:00
75,100013035065386,Thùy Linh,Nguyễn Quỳnh Giang =))),2023-11-28 23:09:00
76,100009003441718,Sangg Sangg,Lại Thị Mỹ Duyên =))),2023-11-28 22:00:00
77,100015582132514,Trần Bảo Khuyên,Mai Anh Phan =]]]]],2023-11-28 23:00:00
78,100005154764522,Thanh Thảo,Nguyễn Hương hehe 💅🏻,2023-11-28 23:42:00
79,100020717353126,Pham Truong Ngoc Anh,aduuu,2023-11-28 23:00:00
80,100066434350260,Insight mất lòng,"GrabFood giảm lên đến 50%, dùng MoMo giảm thêm 20K khi nhập mã MOMOKHAO đó. Xin mời xin mời: https://grb.to/\nTiecDealChanDong\n50",2023-11-28 20:00:00
81,100086308577155,Trịnh Dat Huy,Insight mất lòng lú cái đầu,2023-11-28 21:00:00
82,61550003056690,Fayaz Rind,Đội đầu tóc giả Như Lai Phật Tổ bằng cao su trong Tây Du Ký 🙏🏻,2023-11-28 22:00:00
83,100094438905939,Hòa Hạo Ngô,"Thank u, next :))",2023-11-28 21:00:00
84,100094402956186,Nguyễn Trúc San,xịn quá ạ,2023-11-28 21:00:00
85,100094573100991,Phan Kim Bích,oh yes yes yes,2023-11-28 21:00:00
86,100074466867490,Đinh Hồng Nhung,Thanh Thảo,2023-11-28 21:00:00
87,100074445717113,Hà Liên Nhi,Nguyễn Ngọc Ngà ne,2023-11-28 21:00:00
88,100049056751018,Huỳnh Tú Đan,sao mà lanh quá 😂,2023-11-28 21:00:00
89,100074476736200,Hồ Thảo,Trương Tố Ngân,2023-11-28 21:00:00
90,100092582319388,Bùi Sơn Băng,Thực sự =))),2023-11-28 21:00:00
91,100073864854660,Trần Trọng Dũng,ghê ch,2023-11-28 21:00:00
92,100074494705967,Hồ Yến,Hồ Yến,2023-11-28 21:00:00
93,100074477122506,Võ Phượng,Võ Phượng,2023-11-28 21:00:00
94,100090364938214,Võ Thụy Vĩ,hay đấy nhể,2023-11-28 21:00:00
95,61551547184442,Đỗ Ái Trang,🙏🙏🙏,2023-11-28 21:00:00
96,100037036033835,Huỳnh Sơn Điền,^^,2023-11-28 21:00:00
97,100026997842745,Thưư Thưư,😂,2023-11-28 21:00:00
98,100074470406267,Phan Yến,Phan Yến,2023-11-28 21:00:00
99,100074471272453,Phan Thủy,Giang Hà,2023-11-28 21:00:00
100,100012807827952,Lê Thảo Ngân,Mai Lê khoá luận tốt nghiệp,2023-11-28 22:00:00
101,100004591054626,Uyên Nguyễn,🙏,2023-11-28 21:00:00
102,100033462485062,Đỗ Thành Thụy,Thanh Trúc thiệp cưới hết muốn đọc,2023-11-28 23:39:00
103,100000223800435,Thảo Vy,Linh Doan vừa học vừa làm cô dâu 😆,2023-11-28 23:24:00
104,100005010810759,Linh Doan,"Thảo Vy thiệt chớ, đang tuổi ăn tuổi học tự nhiên bon chen cưới kkk",2023-11-28 23:31:00
105,100003148479424,Hồng Trang,Tran Thuy Hang,2023-11-28 20:00:00
106,100001443606340,Nhungoc Phanhuynh,Dg Duy Kim 😂,2023-11-28 19:00:00
107,100004365104360,Hoàng Nguyễn Ngọc Linh,Phụng Minh thiệp ni chắc hợp vs m :))),2023-11-28 22:00:00
108,100010284452116,Nguyễn Trần Phương Hà,Nguyễn Phú Tuấn Minh khoá luận t làm,2023-11-28 23:00:00
109,100014314772003,Nguyễn Phú Tuấn Minh,"Nguyễn Trần Phương Hà có chắc là làm được không - (Nguyễn Phú Tuấn Minh,2023)",2023-11-28 23:29:00
110,100010284452116,Nguyễn Trần Phương Hà,"không (Nguyễn, T.P.H et al., 2023)",2023-11-28 23:31:00
111,100005962808763,Lê Kim Anh,Le My Tam,2023-11-28 21:00:00
112,100000512131941,Thuy Le,My Hanh Tran,2023-11-28 19:00:00
113,100008037368411,Duyên Lê,Hồ Mỹ Tiên,2023-11-28 22:00:00
114,100003738310132,Hoài Ann,Dung Xuân Nguyễn Thị Nguyễn Hà Vỹ Linh,2023-11-28 20:00:00
115,100007079867793,Dung Xuân Nguyễn Thị,Phần discussion hơi sơ sài nhen 🥹,2023-11-28 22:00:00
116,100026084553562,Anh Huynh,Khá Mận :)))),2023-11-28 21:00:00
117,100003209253416,Kiên Nguyễn,Nguyễn Trần An Khang :)),2023-11-28 23:00:00
118,100008012171800,Nguyễn Trần An Khang,Kiên Nguyễn sợ hãi,2023-11-28 23:05:00
119,100003209253416,Kiên Nguyễn,Nguyễn Trần An Khang m khoái,2023-11-28 23:08:00
120,100014203932580,Đỗ Phương Thảo,Đoàn Thủy Tiên :))bcuoi d chiu dc,2023-11-28 22:00:00
121,100033045272686,Đoàn Thủy Tiên,Đỗ Phương Thảo lưu lại để áp dụng,2023-11-28 22:00:00
122,100007568289092,Thanh Bình,Ngọc Ân mày hả Nhí 🥲,2023-11-28 21:00:00
123,100025150914337,Tô Lê Phương Thảo,Lê Hương Giang😊,2023-11-28 22:00:00
124,100013684775582,Minh Nguyễn,Minh Thư =))),2023-11-28 22:00:00
125,100041507724270,Lan Anh Vũ,Thùy Trâm nckh =)),2023-11-28 23:00:00
126,100009044942838,Nguyễn Quỳnh Anh,Ngô Ngọc Ann có concept rồi nhen,2023-11-28 20:00:00
127,100010023034570,Ngô Ngọc Ann,Nguyễn Quỳnh Anh rùng mình ngang :'))),2023-11-28 20:00:00
128,100005644622601,Hà Trang Dương,Quỳnh Hoa,2023-11-28 22:00:00
129,100005204267082,Quỳnh Hoa,Hà Trang Dương thôi sợ ma lắm chị. Ám ảnh tới tận ngày cưới thế kinh dị lắm,2023-11-28 23:00:00
130,100004377936620,Uyên Phạm,Trân Nguyễn,2023-11-28 21:00:00
131,100038626515185,Lê Nguyễn Thu Trang,Dao Phuong Thanh tham khảo nhé thạc sĩ tương lai,2023-11-28 23:31:00
132,100001316628016,Hĩu Phúc,Trang H. Nguyễn nào em cưới thiết kế em cái :))))))))),2023-11-28 23:03:00
133,100073605786615,Lê Ánh Tâm,:),2023-11-28 22:00:00
134,100073605786615,Lê Ánh Tâm,Ko ngờ tới phải k Hương Đổ,2023-11-28 22:00:00
135,100004078954982,Chi Linh Nguyen,Binh Dieu Nguyen,2023-11-28 20:00:00
136,100010307494470,Jessie Kim,Linh Cheeze Uyên Thy vẫn chưa hiểu làm sao qua môn :))))),2023-11-28 21:00:00
137,100073613992600,Thanh Uyen,=)),2023-11-28 20:00:00
138,100007692193745,Phạm Thị Lê Na,ám ảnh wa =))),2023-11-28 20:00:00
139,100037035769444,Philomena Hồ,Nguyễn Lê Thùy Duyên nghĩ sao về phong cách thiệp mời này,2023-11-28 23:00:00
140,100010110079442,Nguyễn Lê Thùy Duyên,Philomena Hồ giờ chạy số liệu kịp để tốt nghiệp 2 bằng khum ☺️,2023-11-28 23:00:00
141,100037035769444,Philomena Hồ,"Nguyễn Lê Thùy Duyên t là k kịp, 3 bích này của m đó",2023-11-28 23:00:00
142,100014498647857,An Võ,Trần Anh Thư t phải kéo ổng xuống,2023-11-28 23:47:00
143,100011334977288,Nguyễn Hoàng Gia Hân,Nguyễn Huỳnh Phương TrangPhuong Yen hết hồn chưa,2023-11-28 23:25:00
144,100011334977288,Nguyễn Hoàng Gia Hân,Phuong Yen,2023-11-28 23:27:00
145,100002510704742,Tu Anh Nguyen,Bee Bee,2023-11-28 09:00:00
146,100043167272196,Ngoc Khanh,Nguyên Thao,2023-11-28 09:00:00
147,100054236353923,Nguyên Thao,Ngoc Khanh ê duma đang coi lun á,2023-11-28 09:00:00
148,100043167272196,Ngoc Khanh,Nguyên Thao sao kêu đọc r mới coi,2023-11-28 09:00:00
149,100054236353923,Nguyên Thao,Ngoc Khanh đọc xong rùi,2023-11-28 09:00:00
150,100054236353923,Nguyên Thao,Trong truyện ổng sống đến cuối mà 🥲,2023-11-28 09:00:00
151,100046459954312,Đặng Hân,Khánh Như r xog lên đò luôn,2023-11-28 08:00:00
152,100049136106360,Khánh Như,Đặng Hân skxkdkkskdkd chưa coi nx dmm,2023-11-28 08:00:00
153,100027138094417,Như Lý,Thanhh Nqânn,2023-11-28 23:00:00
154,100007166400062,Bùi Thị Trâm Anh,Quốc Nguyên,2023-11-28 23:00:00
155,100012805504479,Quốc Nguyên,Bùi Thị Trâm Anh vậy có nghĩa là đã phạm vào cái điều cấm rượu sọ người,2023-11-28 23:35:00
156,100007166400062,Bùi Thị Trâm Anh,"Quốc Nguyên khùm quá, ổng có luyện đâu mà phạm :))",2023-11-28 23:42:00
157,100008084890221,Quỳnh Như,Cateline Light à há,2023-11-28 08:00:00
158,100066434350260,Insight mất lòng,Thực ra thấy Hoà Minzy Erik hợp lý phết…🥲 nhma đờ mờ nếu Bôm làm vậy thì t sẽ dí nó tới chếc=))))(),2023-11-28 08:00:00
159,100002746668734,Trang Anh,Insight mất lòng 🤡,2023-11-28 08:00:00
160,100063438054096,Khoai lang và sữa không đường,Insight mất lòng mong đợibj ở Bôm hả m oi 🤣🤣 Dạy order taobao trực tiếp không qua trung gian,2023-11-28 08:00:00
161,100066434350260,Insight mất lòng,Mắc khén - hạt dổi,2023-11-28 08:00:00
162,100066434350260,Insight mất lòng,Bảo Thy - Đông Nhi,2023-11-28 08:00:00
163,100028481979683,Lan Anh,Insight mất lòng =)))))))),2023-11-28 08:00:00
164,100017233725108,Quỳnh Anh,Insight mất lòng hương tràm - chipu,2023-11-28 08:00:00
165,100049873055542,Keo Cục Cưng,Insight mất lòng hà hồ lệ quyên,2023-11-28 08:00:00
166,100000253803156,Chiện Ngô Quỳnh Phương,Thùy Châu NguyễnNguyễn Hà MyNhật Linh Lệ Quyên - Hồ Ngọc Hà,2023-11-28 08:00:00
167,100090818087014,Alice Myosotis,Insight mất lòng ác như thú,2023-11-28 08:00:00
168,100009957939835,Hồng Ngọc,Insight mất lòng Thu Minh - Mỹ Linh,2023-11-28 08:00:00
169,100066434350260,Insight mất lòng,T buồn cười cái concert này quá ý=))))))))) t nghĩ là nếu lúc nó hết chắc t sẽ buồn lắm vì k còn gì hề hước để hóng🤡,2023-11-28 08:00:00
170,100004081241345,Bin Nguyễn,Insight mất lòng Hường Lee =)),2023-11-28 08:00:00
171,100058798834545,Bon Bon,Insight mất lòng Phạm Thị Thảo Linh thiệt hóng tới cuối năm á,2023-11-28 10:00:00
172,100066434350260,Insight mất lòng,"Final kiểu của Bôm giống như nghề thiết kế, đặt tên file kiểu FINAL_FINAL_FIN\nAL_LANTHUNHAT_F\nINAL_FINAL_2",2023-11-28 08:00:00
173,100007544342701,Ninh Ninh,cái show này k còn là Fest mùa đông nữa mà là show hài =))) Dương Hương Ly,2023-11-28 08:00:00
174,100000253803156,Chiện Ngô Quỳnh Phương,Thùy Châu NguyễnNguyễn Hà MyNhật Linh hahaha,2023-11-28 08:00:00
175,100004633950876,Phạm Hương Giang,Insight mất lòng final cuối cùng 😌,2023-11-28 08:00:00
176,100006038255703,Mai Anh,Insight mất lòng Hà Nhi Võ giải trí trong giờ làm bài cái nè,2023-11-28 08:00:00
177,100009282640098,Huyền,Insight mất lòng Võ Khánh Huyền :))),2023-11-28 08:00:00
178,100013950751754,Hà Nhi Võ,Mai Anh hề hước của năm,2023-11-28 09:00:00
179,100001761910837,Trần Ngọc Diệp,Thiên Trang Mai nữa nè,2023-11-28 08:00:00
180,100004209062437,Thu Uyên,Nguyễn Vân Khánh đoán xem ai,2023-11-28 10:00:00
181,100004743246900,Luu Yen Nhi,Nguyễn Hằng c phải thấy,2023-11-28 08:00:00
182,100053721737895,Nguyễn Hằng,"Luu Yen Nhi đừng ác dị chớ, 1 lúc bỏ lỡ tận 3 ông chồng là chị cắn lưỡi á😌",2023-11-28 08:00:00
183,100053721737895,Nguyễn Hằng,Luu Yen Nhi chị khom dám trở thành con nợ🤣 nguyên cái concert là bất chấp ròi,2023-11-28 08:00:00
184,100004743246900,Luu Yen Nhi,Nguyễn Hằng ngta mở lời tới dị r mà chê hahaa,2023-11-28 08:00:00
185,1667062249,Quyên Quyên,Hồ Thanh Huyền,2023-11-28 18:00:00
186,100066715675044,Vu H Phuong,Thôi c ah Thu Huyền,2023-11-28 08:00:00
187,100066434350260,Insight mất lòng,"Không muốn nói chứ muốn chữa, chữa ở đâu? Trong “bí kíp” này: https://bit.ly/\n3tAXZSc",2023-11-28 02:00:00
188,100063620436819,Vlog Đông Bắc,Anh ơi bé thích 🥹🥹,2023-11-28 09:00:00
189,100006463455169,Mỹ Vy,Quỳnh Anhh cho xin 1 viên strepsils để dc hay ho như cậu 🥰,2023-11-28 23:05:00
190,100010520263838,Ngoc Bich,"Thế mình chưa biết cách, toàn để stresil trong túi xách thui 😛",2023-11-28 23:35:00
191,100010172200090,Te Ta,Nhờ bức hình này mà nhiều người biết hơn,2023-11-28 23:28:00
192,100009954196106,Thu Nguyễn,Tui hay xài cái gói màu cam nha,2023-11-28 23:25:00
193,100010634017751,Le Na,Ngậm này the mát thích lắm,2023-11-28 23:33:00
194,100012585108890,Hồ Đình Phượng,Bức ảnh này đang có nhiều người cần,2023-11-28 23:07:00
195,100010937354612,Cẩm Tú,Nhung Nguyễn Thị biết vì sao tui hay mua Strepsil rồi đấy nhé,2023-11-28 08:00:00
196,100058424089609,Phí Thị Mai Châm,Trời lạnh là ai cũng cần cái này rồi,2023-11-28 18:00:00
197,100011681639797,Lien Ho Thanh,1 lúc luôn 2 vỉ cơ à,2023-11-28 23:15:00
198,100010003603783,Quyên Quyên,Thảo Nguyễn bữa sau thấy người ta để vỉ S này thì phải hỏi thăm đấy nhá,2023-11-28 18:00:00
199,100035302461526,Phạm Hoàng Oanh,Cách hay nè Quang Huy,2023-11-28 18:00:00
200,100036771827388,Đặng Xuân,Đặng Xuân,2023-11-28 18:00:00
201,100066434350260,Insight mất lòng,"Sữa Dinh Dưỡng Vinamilk 1 chốt 4 hời đáng đồng tiền bát gạo, vừa ngon, vừa bổ, lại còn làm được nhiều món ngon, mẹ ck thấy chắc hết chỗ chê =))))\n#SữaDinhDưỡngVin\namilk #Đángđồngtiền #1Chốt4Hời",2023-11-28 04:00:00
202,61551401186998,Ở đây có những món cute,deal shopee cho ai nhanh tay nèeee:,2023-11-28 08:00:00
203,100037853618848,Jade Nguyen,Thai Dieu Hong,2023-11-28 11:00:00
204,100041733736315,Phương Linh,Khánh Linh á há há há há há há há há,2023-11-28 08:00:00
205,100084072961011,Cá Kho Bắc Ninh,Hà Phan Yến Nhi chó,2023-11-28 17:00:00
206,100026917179668,Hà Phan Yến Nhi,Cá Kho Bắc Ninh chửi trc tính sau,2023-11-28 17:00:00
207,100040531419744,DV Giỏi,Tính nóng như 🍦,2023-11-28 23:40:00
208,100077978162924,Như Quỳnh,=))),2023-11-28 20:00:00
209,100083831857839,Tram OanhNg,Hoàng Yến 😁,2023-11-28 05:00:00
210,100040271700924,Ngọc Mai,:)),2023-11-28 10:00:00
211,100004779788670,Thiện Minh,Nguyễn Mai Tường Thi,2023-11-28 03:00:00
212,100004055301146,Minh Anh Nguyễn,NguyenDuc Ha Vy,2023-11-28 23:05:00
213,100077054543470,Natsukashii Miraitowa,Dang Khoa nết ngộ v đó,2023-11-28 17:00:00
214,100021510798024,Lam,Phương Thảo,2023-11-28 20:00:00
215,100041892858775,Hà Nhi,:)))) Kieu Tu,2023-11-28 19:00:00
216,100048799057727,Tran Vy Lam,Nguyễn Ngọc Hân hjhj,2023-11-28 05:00:00
217,100050072471340,Đình Dũng,Huyền Trang quen lắm,2023-11-28 07:00:00
218,100088597756144,Huyền Trang,Đình Dũng toi làm gi biet nói tục b,2023-11-28 07:00:00
219,100050072471340,Đình Dũng,Huyền Trang uh khác mỗi kh nói tục thôi b,2023-11-28 07:00:00
220,100088597756144,Huyền Trang,Đình Dũng xin lổii duocc chuaa,2023-11-28 07:00:00
221,100006708068373,Nguyễn Huyền,Lyly Bui you,2023-11-28 22:00:00
222,100041730578380,Bao Linh,y chang🥹,2023-11-28 20:00:00
223,100032885503545,Ngọc Linh,=))))))))))))) Ngoc Linh trung bình tao giấu phao xong đ tìm thấy,2023-11-28 21:00:00
224,100024363770817,Lan Hương,ịt mi,2023-11-28 05:00:00
225,100071950712070,Ánh Vũ,k co y ma =))),2023-11-28 05:00:00
226,100005496016757,Nam Jin,Văn Quyết giống tớ ghê :)),2023-11-28 03:00:00
227,100007759719040,Văn Quyết,Nam Jin vc..giốg từ cái nết nuôn,2023-11-28 03:00:00
228,100013248999715,Phuong Linh Le,Nguyễn Hương,2023-11-28 20:00:00
229,100011381716651,Nguyễn Hương,Phuong Linh Le :)) đích thị là cậu,2023-11-28 20:00:00
230,100013248999715,Phuong Linh Le,Nguyễn Hương khó,2023-11-28 20:00:00
231,100004068938792,Minh Pham,Hạ Lan,2023-11-28 01:00:00
232,100012507644668,Ngọc Mai,Bích Thủy,2023-11-28 16:00:00
233,100009517223319,Nguyễn Anh Thư,Bích Ngọc,2023-11-28 05:00:00
234,100037866666538,Bích Ngọc,Nguyễn Anh Thư 😇😇😇,2023-11-28 05:00:00
235,100072511680406,Ngocc Minhh,Bao Loc đm ai lấy son của tao,2023-11-28 04:00:00
236,100050834825877,Bao Loc,Ngocc Minhh tao,2023-11-28 04:00:00
237,100050834825877,Bao Loc,Ngocc Minhh ko cs láy,2023-11-28 04:00:00
238,100020461053112,Duc Duy,Trần Lê Quỳnh Anh,2023-11-28 20:00:00
239,100050999953821,Kim Thụy,Xoăn Xoăn,2023-11-28 06:00:00
240,100008248937009,Xoăn Xoăn,Kim Thụy t ch nói j mà😭😭,2023-11-28 06:00:00
241,100068120127310,Phan Song Anh,Hạt Cát Nhỏ 🤦🏻\u200d♂️,2023-11-28 06:00:00
242,100066687918207,HThi Hoàn Mỹ,Phan Nhật Tuyển 🥰🥰🥰,2023-11-28 01:00:00
243,100053640968285,Kula Kula,Bùi Thiên Vanh Bùi Binh Dang Huu haahaa,2023-11-28 10:00:00
244,100039848310423,Bùi Thiên,Kula Kula nhảm,2023-11-28 11:00:00
245,100012253744275,Phạm Khánh Ly,Nam Tran is that you?,2023-11-28 20:00:00
246,100019121862468,Lê Ngọc Quỳnh My,Phương Linh hjhj,2023-11-28 23:42:00
247,100066434350260,Insight mất lòng,"Trời ko sợ, đất ko sợ, sợ nhất ngừi học dốt 🥹",2023-11-27 00:00:00
248,100048255681650,Mai Nguyễn,Insight mất lòng nghe xong tủi thân,2023-11-28 02:00:00
249,100048321822907,Bảo Phúc,Ngoc Anh Thu ai,2023-11-28 02:00:00
250,100006052962006,Vy Tran,Cong Thanh cái đáng sợ hơn nữa là để dấu phẩy cách xa chữ đứng trước nó nha,2023-11-28 03:00:00
251,100038626515185,Lê Nguyễn Thu Trang,Công nhận Nguyễn Minh Thư :)),2023-11-28 03:00:00
252,100006667693497,Nguyễn Minh Thư,Lê Nguyễn Thu Trang sợ ngta làm nhà giáo 🥲,2023-11-28 03:00:00
253,100010037297554,Truong Tieu Phung,Hải Giang ừ kiểu ý ý 👉🏻👈🏻,2023-11-28 05:00:00
254,100005575470346,Hải Giang,Truong Tieu Phung ko dám động vào ý 😔,2023-11-28 05:00:00
255,100037762136105,Dạy order taobao trực tiếp không qua trung gian,Insight mất lòng dốt mà hay văn vở nữa huhu,2023-11-28 08:00:00
256,100006757841489,Đỗ Hồng Mỹ,công nhận Phạm Huỳnh Đức,2023-11-28 08:00:00
257,100006757841489,Đỗ Hồng Mỹ,Phát âm cho chuẩn ipa di,2023-11-28 08:00:00
258,100006215915875,Thành Lê,Phạm Lê sợ Thành Lê 🤡,2023-11-28 09:00:00
259,100035545867572,Lê Phạm,Thành Lê cỵ điêu lắm,2023-11-28 09:00:00
260,100007437107143,Le Hong Anh,Insight mất lòng .,2023-11-28 12:00:00
261,100082981393134,Thảo Huyền,Bánh Bao Chấm Chao nào cảnh sát:))))))0,2023-11-28 20:00:00
262,510482434,Chau Minh Dang,Insight mất lòng 💯💯💯,2023-11-28 20:00:00
263,100033993311309,Nguyễn Năng Lượng,Ngoc Anh Thu Biết ai rồi đó ;),2023-11-28 20:00:00
264,100087978272859,Bánh Bao Chấm Chao,Thảo Huyền,2023-11-28 21:00:00
265,100066434350260,Insight mất lòng,"Ê nhưng thiệt nha, muốn kiếm đâu tí 🩸để điền vào cho đủ á",2023-11-27 00:00:00
266,61552254248893,Phim 24/7 ,Mọi thứ để có một chiếc phòng xinh như này 👇👇👇\n✔️ Máy chiếu mini:\n✔️ Nệm lò xo Zinus:\n✔️ Bộ chăn ga cotton:\n✔️ Thảm trải sàn:,2023-11-28 02:00:00
267,100007296216450,Thảo Châu Thịnh,Thanh Huynh,2023-11-28 16:00:00
